,Tweet,Sentiment
2955, since when is a ST considered a nominal charge for foreclosuring a Superbike,displeasure
2956, RT Absolute mismanagement at HDFC bank suprising given how efficient other pvt banks,displeasure
2957, Dear your branch at Charmwood Village are refusing to operate beyond PM,displeasure
2958, really ridiculous you even care to reply or atleast acknowledge,displeasure
2959, rajender nagar been a hours and not a single has moved,displeasure
2960, Really really irritating moments when transferring money through IMPS from to,displeasure
2961, why this hdfc close only Swasthya vihar delhi,displeasure
2962, when onwards new currency notes will be available in Hdfc ATMs,miscellaneous
2963, Hope u carry on this good work in yr other branches too in this extraordinary situation where nerves are,compliment
2964, Pls confirm whether clicking on this link is safe or not,miscellaneous
2965, no proper system in the No correct No exchange for Stupid decision,displeasure
2966, simple A classic customer of year cannot get a regular visa debit card in last months and multiple attempt,displeasure
2967, Thankx for taking care of the issue,compliment
2968, can we deposit cash in salary,miscellaneous
2969, Everywhere sir,miscellaneous
2970, why do you make customers suffer so,displeasure
2971, nri imperia acct n all just mktg You guys cannot even help in crisis to churn,displeasure
2972, branch in Koregaon Park pune is not allowing citizens not having a with Hdfc for money Other banks are,miscellaneous
2973, is creating Manager not cooperating for funds is it,displeasure
2974, What,miscellaneous
2975, Please mention the branch also because we e have experienced empty closed ATMs of in Mumbra,miscellaneous
2976, RT same branch while accepting deposit since shes of Bank would deduct Rs pe,miscellaneous
2977, poor since yesterday nobody is responding,displeasure
2978, ATM opposite to Inorbit mall ITPL and at MBRDI office is non operational,miscellaneous
2979, No response yet,miscellaneous
2980, USE SBI,displeasure
2981, see how the HDFC bank is taking benefit of chaos situation,displeasure
2982, RT no such notice outside dat money exhange is no then y were we ht,displeasure
2983, Are your ATMs working,miscellaneous
2984, one single line for deposit No token system at KG Marg Delhi Please check,displeasure
2985, RT YOU WORK FUCKING HOURS A DAY SO THAT YOU HAVE MONEY DURING DIWALI AND THEN THIS SHIT HAPPENS,displeasure
2986, And later on like they can charge for Unless the service charges are banned by SEBI sit,displeasure
2987, another HDFC branch at They have token At pm only customers My token no,displeasure
2988, How Any Time limit,displeasure
2989, Still not get any Now i am very u guys loss my,displeasure
2990, I want my documents back or my credit card asap otherwise i hve to take legal action against you as my imp documents r wth u,displeasure
2991, this is my deducted from my acct yest but merchant did not recv the cmplaint numbr wth,miscellaneous
2992, Why so uncooperative with general public in the difficult The Kanke Branch at Ranchi is a,displeasure
2993, waste of High brokerage avoid hdfcsec,displeasure
2994, shame on Worst bad service ever i have shame shame,displeasure
2995, I had requested a debit card replacement due to a read error and its more that days and its not arrived Sucks,displeasure
2996, My septagenerian dad was ordered away ur Khar branch this morning told return post note,miscellaneous
2997, still no I am desperate as now cash is also prohibited by Please,displeasure
2998, utter chaos Gabana Br Security enquiring purpose of opening No such Govt order,displeasure
2999, did they specify that the application has been rejected on the basis of,miscellaneous
3000, as per ur quote bank will be open till on weekends Then y bank near are locality is shutting it at,displeasure
3001, trust me this is worst bank in india never trust,displeasure
3002, They DONT Card blocked inspite of impeccable payment Addon holders get same card hence,displeasure
3003, IS EVERY A FUCKING IDIOT IS THAT A CRITERIA FOR HIRING THESE MORONS,displeasure
3004, We understand that ATMs will run out of cash very soon for next few days as Banks face logistic,displeasure
3005, And I still see anything for PATHETIC,displeasure
3006, Why are U asking for xerox id proof for cash deposit below Why are U creating yr own SHAME ON,displeasure
3007, doubt that cz anyway mine is sorted in icici home pick up so whoever gives service is,compliment
3008, was withdrawn using your HDFC Bank Card ending on at Avl,compliment
3009, why ur sector Gurgaon ATM in ur branch is close when it is clear instructions from govt that ATM open,displeasure
3010, Lost foodplus my card to mumbai bt I liv in cust service,displeasure
3011, Five working days are any update on this issue,displeasure
3012, None of your ATMs in Bangalore were operative even on the day after,displeasure
3013, u loose a customer wanting to take a loan of cause ur Agent not negotiating on processing,displeasure
3014, T Nagar branch leadership is weak,displeasure
3015, Its sad to write something for you you guys cared for it and card is disapproved without any notification,displeasure
3016, Many ATMs are out of Cash or Out of Service in Really disappointed,displeasure
3017, got a message from that all free till Dec,miscellaneous
3018, The ATM at the Jeevanbhimanagar Bangalore branch is also not,displeasure
3019, Knock Anybody,displeasure
3020, The ATM at in Jeevanbhimanagar Main Road has been missing since evening with an out of service board outside,displeasure
3021, RT This is beyond Why are you guys opening up yourself for a Please chat with,displeasure
3022, RT This is outside right,displeasure
3023, is my contact number,miscellaneous
3024, Pls dnt expect chase hdfc ppl upgraded my credit a mockery of aft,displeasure
3025, RT Spouse travels uses cancels card for unusual Now stranded with no mone,displeasure
3026, no replies yet,displeasure
3027, cap on ATM transaction is still,miscellaneous
3028, Most of of all major banks still out of service in Bhiwandi,displeasure
3029, I request everyone to inform others if you find less people in any or out of Share,miscellaneous
3030, Sir why r u not replying to,miscellaneous
3031, My number is in national DND That should delist from every Can you take action on your,miscellaneous
3032, RT So telling me I open a bank account is this your official,displeasure
3033, I am UK citizen who just came back from India and bought back some ind How can I exchange here in,miscellaneous
3034, opened a regular saving which requires a cheque of Deposited cheque but cheque returned due to,displeasure
3035, but for depositing the cheque and the way you people treat your its totally,displeasure
3036, Excellent service by Saligramam branch HDFC Bank employees deposit n exchange of old,compliment
3037, kindly do we have to provide photocopy of identity which we mention for notes,miscellaneous
3038, i sent DM plz let me know asap,miscellaneous
3039, From to,miscellaneous
3040, they call preferred customers today unable to use any of the banking facility really disgusting,displeasure
3041, days back my sister did IMPS to amnt confirmation msg still not means urgent,displeasure
3042, I have put a request to change my billing address of my credit card and today I got a SMS frm ur side dat I be changed,miscellaneous
3043, the hell is going on,displeasure
3044, Hi I am back GIMME MY MONEY PLS THANKS,miscellaneous
3045, In these times of dire need HDFC BANK failed to provide cash to customers and general What is the use of such,displeasure
3046, Model Town Phase shopping center,miscellaneous
3047, Incorrect charges on my account even after request to Very poor customer,displeasure
3048, None of the ATM is Jahangir puri Delhi is working,displeasure
3049, RT Can Banks start putting out on their App which onsite offsite ATMs have started,miscellaneous
3050, an utter chaos with customers venting their agony and pain but spare a thought to d branch folks helping,displeasure
3051, Will you guyz solve my,miscellaneous
3052, your Jangpura Branch says they categorically will not open it without an Aadhar card,miscellaneous
3053, ATM at Unitech infospace sec not Please look into this on urgent,miscellaneous
3054, waitin for the refund for a year Thanks a,compliment
3055, This sort of dictatorial attitude of HDFC is highly,displeasure
3056, even ATM not working,displeasure
3057, unable todo online neft today even when its officially declared working day for neft working fine,miscellaneous
3058, Well,miscellaneous
3059, When the customers are in chaos you shut the NEFT How can you do,displeasure
3060, hdfc bank is worst when it comes to provide I hv preferred accounts and witnessed pathetic service,displeasure
3061, Plz note ur branch at Sect Faridabad closed for public Not entertaining deposit and,displeasure
3062, Amount has been reverted in my thanks for your,compliment
3063, Net banking application does not start show error UNABLE TO CONNECT SERVER,displeasure
3064, I am a nri customer can cannot attend call on us number call me,miscellaneous
3065, please help,miscellaneous
3066, I applied for Dinner Club Premium Card but I got Rewardz Appln Kindly check and replace,miscellaneous
3067, Thank you Natasha,compliment
3068, All those touting relationship managers have vanished when needed now,displeasure
3069, Good job guys at the IC Commendable preparations for the maddening,compliment
3070, Let me DM you about,miscellaneous
3071, hdfc branches shuts down at no cash exchanges no no deposits,displeasure
3072, thank they are saying that it will be closed I will not use,miscellaneous
3073, ru ever going to deliver the replacement,displeasure
3074, You find a new That would be,displeasure
3075, Dear u have been spamming with msgs and mails abt withdrawal etc No info on ur ATMs being shut,displeasure
3076, waiting for your response to my THANK,miscellaneous
3077, Can any HDFC people help,miscellaneous
3078, please help kindly tell me if i make another payment through NEFT will you guys revert my money back and save me from this,miscellaneous
3079, why should we pay PROGRAMMANAGEMENT FEE per quarter,displeasure
3080, one should be aware about the importance of Atm in Hospital like Max super spaciality hospital vaishali Gaziabad,miscellaneous
3081, that was days,miscellaneous
3082, ATMs r ACC Rd Mulund W no cash last else close down will save on rent at least,miscellaneous
3083, Even I noticed smaller lines in seems they are doing like charm,compliment
3084, Qn Why would send a msg that been when,miscellaneous
3085, which Atm is giving Fed up of all banking system Very old,displeasure
3086, bank is refusing to accept cash and wants source of How to,displeasure
3087, No choice for noida in your branch list,displeasure
3088, still no action ur Kindly take necessary step dont violate Cc,miscellaneous
3089, sent required details with trail,miscellaneous
3090, i did not get confirmation email and sms when payment is debited from card,miscellaneous
3091, in Hiranandani Estate not People,displeasure
3092, Effect of on hrs still waiting for Worse than,displeasure
3093, hdfc bank sarjapur road near wipro delta signature,miscellaneous
3094, kindly prove how do you Also explain should I consider the so called sales,displeasure
3095, How to deal with note Msg sent by,miscellaneous
3096, RT they are misbehaving like,miscellaneous
3097, RT lines getting bigger at Sector Noida,displeasure
3098, when atm will be I m out of cash,displeasure
3099, be You sent same tweets days ago,displeasure
3100, Visited ATMs of but all are out of helped me after being in q for,miscellaneous
3101, Hi once PLEASE GIVE ME THE LEGITIMATELY EARNED MONEY I HAVE WORKED HARD FOR,displeasure
3102, only a few Your help,miscellaneous
3103, when will HDFC start exchanging Went to a branch NO exchanging of,displeasure
3104, Fake unable to satisfy,displeasure
3105, Tokens gvn Chikuwadi Borivali Staff gvg priority sr to Helping,compliment
3106, we want our MP MLAs on ground in round to ensure banks,miscellaneous
3107, Totally update feom last months for a simple issue of nbr change,displeasure
3108, What is your Customer Care I want to,miscellaneous
3109, how many times i call from this number still no one response,displeasure
3110, nothing done to insure joginka branch ATM work on,displeasure
3111, Apparently the limit is being converted into some kind of a weekly cash limit,miscellaneous
3112, in remote loc hw can you all handle this situation,miscellaneous
3113, Kudos to De are loading thier ATMs Why are delaying All Their ATMs r disappointing in BLR,miscellaneous
3114, Absolute mismanagement at HDFC bank suprising given how efficient other pvt banks,displeasure
3115, pl provide a response immediately urgently for email communication reference number for,miscellaneous
3116, Refund transaction reference number I Tweeting coz no update frm talktous and customer service is judgemental,displeasure
3117, sent an Would appreciate an email from you,displeasure
3118, Need some info for international wire,miscellaneous
3119, are replenished but become a game of roulette for Why promise when Bank had enough,displeasure
3120, Also I figured it As soon as I put code for cashback app gave the No code no,displeasure
3121, thanks a lot for your I want to deposit then I will withdraw by cheque or I need note need,miscellaneous
3122, RT Money deposited and withdrwal within Great work by HDFC ramdevnagar Abad With support and,compliment
3123, pls tell me why ur bank is insisting for my ID proof when drawing money from my own with you,miscellaneous
3124, what is the,miscellaneous
3125, HDFC Branch Nehru Road Vile Parle Mumbai No or,displeasure
3126, any plans to help the,displeasure
3127, this was in Vignan nagar branch,miscellaneous
3128, It seems bank managers want to take weekly off and keep the ATMs running on,miscellaneous
3129, why is hdfcbank hiranandani gardens branch Atm closed You have to be open on acc to RBI,displeasure
3130, still ATMs are bot working in,displeasure
3131, Wished to deactivate some SmartPays on my Your website gives the option to activate but none to,displeasure
3132, in the intrest of time suggest to have separate queues for,miscellaneous
3133, Are you ever going to deliver my replacement Blue Dart courier,displeasure
3134, No they have cash very much Manager of says that their HO has mentioned to operat,displeasure
3135, this is a serious i hope u get some relief we all are with,miscellaneous
3136, I like the I applied for Diners Credit gave me MoneyBack Credit,displeasure
3137, pathetic service If it was not for salary Would never have opened an Miss you,compliment
3138, did you even read what I,displeasure
3139, Now this time I am not going to pay a single penny unless the billing is sorted out,displeasure
3140, RT Got a message from to carry ID proof for old currency deposit or Y do I need ID for,displeasure
3141, it is at sector navi atm in tht branch is closed since yesterday,displeasure
3142, RT you employees are frauds bloody liars and cheaters money is not safe with you,displeasure
3143, But c is finding it tough to go to the branch Cn u guys collect the requires documents from my office or help her out,miscellaneous
3144, please give a number for I need to talk urgently about my Debit,miscellaneous
3145, can I speak to HDFC PNO I have been calling home for years now and I get hold of him and neither callback,displeasure
3146, When ATM will strat working at NEW,displeasure
3147, have u checked with Nilesh or Satyajeet and ask them for details,miscellaneous
3148, Finance minister says ATMs will open from today Will that include your ATMs,miscellaneous
3149, superb management by your branch Mumbai amidst all the rush for new Kudos to the team for a great,compliment
3150, HDFC is still not returning my debit card it will be solely responsible for any kind of loss which may occur as a result,displeasure
3151, RT None of your ATMs in Bangalore were operative even on the day after,displeasure
3152, Address B City Centre Sector Bokaro Steel City Center Sector Jharkhand India,miscellaneous
3153, Hi Kindly help me,miscellaneous
3154, can credit card bills paid via cash at hdfc bank,miscellaneous
3155, Are you guys not interested in resolving the issue of been months I am following New Ref no,displeasure
3156, Hey can we file FIR against for harassing people via phone,displeasure
3157, JP nagar branch manager is not accepting ADhar card print for exchanging Harassing,displeasure
3158, thanks for replying and support,compliment
3159, your staff is too hassel free very cooperative thanks a thanks good decision,compliment
3160, do u follow this,miscellaneous
3161, I have sent my query over DM could you pls provide me n,displeasure
3162, And says and texts a million times use FUCK YOU,displeasure
3163, hard Yes respect for Such hard times and so much cooperation,compliment
3164, people are outside your Maddox square branch and you have only ONE counter operational What is this,displeasure
3165, screw,displeasure
3166, your noida sector UP br giving only currency not giving other denomination of,miscellaneous
3167, RT Hey can we file FIR against for harassing people via phone,displeasure
3168, Very poor Lots of promise but a big Dissatisfied,displeasure
3169, here u Staff is empathetic but the rush is beyond them,compliment
3170, after days u Do u really cares abt Anyway my email id plz contact,displeasure
3171, Ref and email,miscellaneous
3172, RT utter chaos Gabana Br Security enquiring purpose of opening No such Govt order,displeasure
3173, pls check it,miscellaneous
3174, dear HDFC now your round the clock narratives seems mere PR,displeasure
3175, still waiting for your,displeasure
3176, CBL Spent mins with execs and a manager Bad,displeasure
3177, have done the needful,compliment
3178, Transaction After sends a msg been But Then CC asks me to wait for few days,displeasure
3179, u responed way back update,miscellaneous
3180, disgusting is ur customer service and disgusting is the response offer not activated,displeasure
3181, visited your branch in ghatkopar Was told they handle credit card Is phone banking the only,displeasure
3182, pleas provide the hdfc MD email I want to raise my,displeasure
3183, Is this a RBI My fly mbr is on travel and unless he is back I cannot take So asking,displeasure
3184, please look into this and,displeasure
3185, when is one day,displeasure
3186, thanks for letting us know that CC and DC can be used for small value transactions But why u also send d,compliment
3187, I will do Pls ask him not to spam,miscellaneous
3188, at what time you will be open,miscellaneous
3189, RT HDFC is busy in counting notes and is allowing them to play with SOLDIERS money,displeasure
3190, RT Thanks for the Got the lower denominations as,compliment
3191, Paldi Great support and right information through all staff members to guide this,compliment
3192, chk and revert,miscellaneous
3193, physically challenged cheque away from No working cash in,displeasure
3194, please provide complete address of your Credit Card Division in Need to visit for my CC,miscellaneous
3195, For address change asked to go to home that is like from i,displeasure
3196, excuses were developed for those who have mind to solve problems,miscellaneous
3197, Happy to see that bank personnel are managing the very,compliment
3198, can i deposit cash through ATM as And how much i can,miscellaneous
3199, Mr Summit Upper is not paying attention on my Please give my case to other,displeasure
3200, I have been trying to call Customer support from The procedure even Nobody,displeasure
3201, Hell They r not running out with cash But They r actually not having cash since last days Mukherjee Delhi,miscellaneous
3202, plz do needfull ASAP,miscellaneous
3203, RT not a single ATM working at or near Kolkata and Hardship galore,displeasure
3204, Why You people not taking card your staff humiliated for giving digitally generated Adhaar,displeasure
3205, what is the point of having a Credit card when smaller or larger transaction cannot be converted to,displeasure
3206, how much time does it take for cash deposits done today to reflect in the,miscellaneous
3207, Check such banks for priority,miscellaneous
3208, my customer id,miscellaneous
3209, is this the preparation that you guys were talking Btw got bank promo msgs while standing here,miscellaneous
3210, Liluah branch playing Causing high Harassment,displeasure
3211, Blame it being a miss any entry in my account be it credit or practice hurts,displeasure
3212, Can you share your,miscellaneous
3213, The stock of money finish with half an,displeasure
3214, Liluah branch playing Causing high inconvenience to even existing,displeasure
3215, closed the account since Not yet Instead charging Plz help,displeasure
3216, Hey the process to close an account with,miscellaneous
3217, please let me know the status of credit card application been a month applied for,displeasure
3218, Email sent to u pls check,miscellaneous
3219, as per branches are supposed to work for been standing in queue for,displeasure
3220, i have sent the Let me know you require anything,miscellaneous
3221, You Guys are best at services done wid my transaction which was smooth very well Love u guys,compliment
3222, guys what time are your branches open today and,miscellaneous
3223, no cash since morning cyber greens cyber Yesterday was the,displeasure
3224, to IST no international number would be very unlikely to be helpful to a distressed customer in a foreign,miscellaneous
3225, and bank is not open HDFC NIT Faridabad,displeasure
3226, Plz act on banks failed to m,displeasure
3227, very impressed with the staff of Versova Link Rd Mumbai Well courteous and helpful,compliment
3228, Hey Why are your ATMs in Vasant Vihar,displeasure
3229, Very well organised and well planned activity of currency exchange at Vijayanagar branch Would like to thanks the,compliment
3230, sec branch closes at pm causing inconvenience to No extended wrkin,displeasure
3231, Yes but how much i have to pay and what the limit of saving acnt,miscellaneous
3232, Koteshwar Ahmedabad branch is refusing Banks are not helping,displeasure
3233, please revert,displeasure
3234, Can I deposit the cancelled notes of rupees in saving account,miscellaneous
3235, Today I got the included the dispute amount and financial charges even After paying the remaining,displeasure
3236, Could you please tell me the bank timings for,miscellaneous
3237, HDFC Tinsukia branch is refusing to encash self chq from my cos current scene yesterday today,displeasure
3238, I am surprised u still applied after being rejected twice,displeasure
3239, Hey this is not as per rules,displeasure
3240, r u people not ashamed of poor services and commitment should i close my account and get rid of,displeasure
3241, crowd at westmambalam branch in chennai for the staff at the branch for handling the quire,compliment
3242, A small room which is equipped with ACs and tubelights is asking me not to print receipt to save,displeasure
3243, need swift code and international routing code for wire Road banjara Thanks,miscellaneous
3244, Dear Kindly please take any steps on my,displeasure
3245, Call several times No one is giving proper feeling Helpless,displeasure
3246, now plz let me know how many days u want to almost days no proper response,displeasure
3247, how much days it takes to refund the amount,displeasure
3248, It just took mins at Thane,compliment
3249, sent u latter and got assurance in mail that within a month u will close it but still waiting and been,displeasure
3250, IT TAKES THREE WORKING DAYS TO GET,displeasure
3251, I think everywhere exchange money for Non account,miscellaneous
3252, Does depositing cash in any HDFC branch attract any charges,miscellaneous
3253, Kammanhalli Extremely professional and courteous bunch of staff,compliment
3254, HOW LONG U GUYS TAKE TO DO A SMALL THING,displeasure
3255, RT Ref Loan application I do not wish to take life insurance,miscellaneous
3256, RT Stop providing priviled,displeasure
3257, if instructions were not followed compensate by extra hrs next day,miscellaneous
3258, Have not yet received cashback from my amazon Please help,displeasure
3259, RT Dear your branch at Charmwood Village are refusing to operate beyond PM,displeasure
3260, we aprciate d efforts of bank addrsng d wish had equpd u gvn u ample time prepare before dis storn,displeasure
3261, then HDFC is saying that nobody from Rajajinagar coop bank contacted then what is the use in contacting this,displeasure
3262, off to HDFC BANK the team behind this wonderful Thank u for keeping us happy I love you HDFC BANK,compliment
3263, In RCP Navi Mumbai why your bank put notes in ATM since Are you there for help or increasing the problem,displeasure
3264, I have given you my I am not writing any Just frustated with your IVR,displeasure
3265, stop sending preferred customer we are also asked to stand in the queues for any transaction,displeasure
3266, No difference between a normal account holder or customer at branches of,displeasure
3267, Being preferred was made to stand general Stubborn bank manager ahura Decided to give up preferred status,displeasure
3268, I think money has got to print only after modiji,miscellaneous
3269, my Cid is and i have raised various complaints since July but none of them is resolved from the home branch,displeasure
3270, what r timings of Banking hours today as ur Noida Omega Br is not servicing customers after,miscellaneous
3271, ATM is still not operational in Shahapur taluka in Yadgir Please look into it,displeasure
3272, And over and above provide soiled notes in write dat uve given a note nd say dat u dont hv any in,displeasure
3273, Bopal is in Ahmedabad only,miscellaneous
3274, RT Must say was easy to navigate today when I had to deposit a Also they had chairs for people standing,compliment
3275, few dsys earlier i was proud account holder of HDFC but now i can surely say your Call center are the,displeasure
3276, poor,displeasure
3277, Will you answer Govt must intervene,displeasure
3278, not got response from HDFC Kindly check and Visa india u also Where is my money,displeasure
3279, Out of I think days more remaining before you actuallly respond to my huh ridiculous,displeasure
3280, deposited money hrs Still nit showing on my account in net and phone,displeasure
3281, Bank Dwarka Sec closed at Staff entertaining their Not a good service,displeasure
3282, I understood this in your first attempt anyways i got it that u r going to ke sme time irrespctive of sverity of issue,miscellaneous
3283, ATM at AparnaSarovar at Hyderabad not filled with All,displeasure
3284, I m trying UPI transactions from HDFC mobile app and not able to get any success from yesterday,displeasure
3285, Sorry state,miscellaneous
3286, This is the atm,miscellaneous
3287, Great job by Annapurna Road Branch Indore staff in handling cash withdrawal and,compliment
3288, Absolutely mismanaged branch at shopping phase behaviour towards everybody,displeasure
3289, I applied for a credit card before Diwali and I got any update about the same till Can you please help,miscellaneous
3290, Tommarow Banks Will Be Open Or Not,miscellaneous
3291, Worst service experience lost our employees bank account No,displeasure
3292, RT I have been trying to get in touch with your customer care since Please let me know who will addr,displeasure
3293, pls reply me publicly but make false Why u credit my cash back as promised,displeasure
3294, These banks dont just attract opens an account on the position followed by,compliment
3295, Who is With Jaitley and down bokaro,displeasure
3296, The concept of passbooks r wonder how many even notice such charges being debited to their,compliment
3297, awesome customer texting customers for long working hours and weekend wish could,compliment
3298, Great especially when some private banks are ill treating customers,compliment
3299, Smooth deposit exchange of money Secror Gurgaon Very cooperative,compliment
3300, Hats off to HDFC Bank Kothrud Doing every bit to help customers to deposit exchanging,compliment
3301, why i hv to submit xerox of ID while cash deposit below FYI KYC is upto date in,displeasure
3302, It is idiotic bank is asking photocopy of id proof for withdrawing from own Brainless Bankers,displeasure
3303, What is the international number a Credit card customer can And does it work,miscellaneous
3304, have sent mail on email id you I hope atleast now HDFC will care,miscellaneous
3305, Thanks for I sent mail to above id with When would i expect reply on,compliment
3306, Still no What is wrong with you,displeasure
3307, cashier not deposit mony in my own without Any cheque is bounce who respnsbl,displeasure
3308, Dear why is the ATM in Kolkata Avenue still not,displeasure
3309, Once THIS IS A DIFFERENT,displeasure
3310, The collection department of these banks are not co we have,displeasure
3311, Pls confirm if HDFC mediclaim policy taken dn at the time of renewal SI will be double in same prem,miscellaneous
3312, give a Spend some money training your call center Useless,displeasure
3313, Have DM the details to you,miscellaneous
3314, opening counter to exchange notes in Aparna,miscellaneous
3315, senior citizens are ICICI and other banks are doing their best,compliment
3316, otherwise provide me the loan statement on my email it would be of great,miscellaneous
3317, Can u,displeasure
3318, i am forced to agree with,miscellaneous
3319, at Howrah only exchanging RS,displeasure
3320, ATMs not working at Mulund East Neelam Nagar,displeasure
3321, calling the customer care everytime i complete giving all my the phone is PLEASE,displeasure
3322, Please call me on,miscellaneous
3323, I managed to get this But if you please ask Sudhir Gaur team to see They,miscellaneous
3324, my debit card not working could you pls do the needful,miscellaneous
3325, RT Media should take issues,miscellaneous
3326, when i asked the dates when was account balance was till date i havent received any,displeasure
3327, sent you the,miscellaneous
3328, I am getting messages for Credit Card payment of someone some bug in your,miscellaneous
3329, I am also suffring a lot with bank is charging for non balance and violating norms,displeasure
3330, filled by but emptied in hour before getting my Please fill frequently,displeasure
3331, calling the customer care everytime i complete giving all my the phone is PLEASE,displeasure
3332, Please call me on,miscellaneous
3333, I managed to get this But if you please ask Sudhir Gaur team to see They,miscellaneous
3334, my debit card not working could you pls do the needful,miscellaneous
3335, RT Media should take issues,miscellaneous
3336, when i asked the dates when was account balance was till date i havent received any,displeasure
3337, sent you the,miscellaneous
3338, I am getting messages for Credit Card payment of someone some bug in your,miscellaneous
3339, I am also suffring a lot with bank is charging for non balance and violating norms,displeasure
3340, filled by but emptied in hour before getting my Please fill frequently,displeasure
3341, mostly ATMs are closed,miscellaneous
3342, where I need to send this all trail mail and required Pls do happened twice within,displeasure
3343, Please contact me for the full address,miscellaneous
3344, very poor,displeasure
3345, i have alrdy sent the required details to your gmail but there is no response from your,miscellaneous
3346, Quite sweet of to let senior citizens and expecting mothers jump the queue for of currency,compliment
3347, Today queue outside,miscellaneous
3348, Not even following timeline naraina Everyone is standing in single line be it or,displeasure
3349, only one counter is operational hdfc bank at jeewan nagar branch delhi increase the number of counters,displeasure
3350, get me cow eggs for meal and get payment via net banking Can you deliver,miscellaneous
3351, Axis are best and fastest,compliment
3352, Prime,miscellaneous
3353, keep repeating the same words for It mean or It means,displeasure
3354, why does hdfc never fails to closed my account back yet not received the,displeasure
3355, I have made my HDFC Credit card payment from HDFC bank netbanking but the credit is not showing in credit,miscellaneous
3356, excellent arrangement by HDFC Citizens have a separate line and have a seating,compliment
3357, here you this is the reference number,miscellaneous
3358, why your ATM is not bank opportunity to transaction through ATM,displeasure
3359, amount deducted from my but the merchant claims he has not received the Please help with the reversal,displeasure
3360, I am in imergency I want online HDFC Bank statement kindly help me,miscellaneous
3361, a HDFC AC holder and completely support you Will do whatever to support bank Thanks,compliment
3362, please tell me the when will u fill the cash in ATM sector Faridabad,miscellaneous
3363, I have just sent a support Ticket no Please have a,miscellaneous
3364, allready sent yesterday since now no reply,displeasure
3365, Shameful that high net worth Preferred customers have to stand in que for Preferred faciliy seems useless,displeasure
3366, I am standing in queue Domjur Hwh branch for ccy May i know what are the official timings tday n,miscellaneous
3367, poor to do neft to nre no help from any one,displeasure
3368, I dont want to keep arguing with you every I used to pay the bills checking the I dont trust you now,displeasure
3369, A very long queue at karapakkam HDFC for transactions but still adjacent ATM counter open from mrng,displeasure
3370, this a fantastic opportunity to show your Imperia customers that they are really Gestures matter,displeasure
3371, What you people doing with my without my consent how you take money,displeasure
3372, do care for remote location people,miscellaneous
3373, all banks open for customers bt closed wt happy bday thank you for the gift,displeasure
3374, thanks a lot to you all for your great help and support to make our country blackmoney May God bless our PM Modi,compliment
3375, why banks are denying for any transactions after,miscellaneous
3376, the staff was really great at warje malwadi Keep it,compliment
3377, that why I had to raise his voice since ur customer care executive did not take up it confirm for,displeasure
3378, Reaction by Banks when your balance goes down below Minimum amount,miscellaneous
3379, I HAVE ALREADY STARTED WHAT ABOUT POLICE TAKING MAMOOL FOR CROWD CONTROL,displeasure
3380, When will hdfc ATM be operational at santoshpur area kol,miscellaneous
3381, good luck w your nodal,miscellaneous
3382, Thank you,compliment
3383, mine was an error and I had a much lesser amount to is what he said really Your email communication RBI,miscellaneous
3384, HDFC HSR Layout Bangalore branch was closed Refused cash withdrawals from branch after,miscellaneous
3385, Employee of HDFC Shakarpur Branch Delhi are saying dat the online Adhar is not applicable for xchange of old,miscellaneous
3386, hi can u plz increase swipe limits,miscellaneous
3387, checking to see if I can just print the form at home and then fill Trying to save a trip to the bank,miscellaneous
3388, will anybody bother to reply or Should I move to Banking It been a month since I gave letter to branch,displeasure
3389, still HDFC Branch of pinjore not working,displeasure
3390, Any feedback,miscellaneous
3391, only lane to cash withdraw that is d reason long Poddar arcade,miscellaneous
3392, not heard back fro Have taken any action to stop these,miscellaneous
3393, Thanks wait for,miscellaneous
3394, I guess everyone is facing similar In the light of the ongoing crisis it is,miscellaneous
3395, You really know how to manage really frustrating the way managed at passport office branch,displeasure
3396, Why cant I get a car Why does bank insist on min,miscellaneous
3397, tx yr qik I was in que yesterday min and today for hr but was told No Cash so no withdrawal,compliment
3398, Why r hdfc atms not Are you not part of India,displeasure
3399, No hdfc are working in,displeasure
3400, all over india same,miscellaneous
3401, Natasha I have mailed you the information,miscellaneous
3402, RT I applied for Credit confident now I have a govt but a Muslim living in Ghetto they refuse,displeasure
3403, pls revert to So many days no I never get my credit card statement and bill is deducted by auto Every,displeasure
3404, you check your I emailed you as soon as I got the ref,miscellaneous
3405, having positive balance of stil Hw can you reject need u answer,displeasure
3406, really poor service and bad resolution on net banking when booking at cost me in days,displeasure
3407, RT I appreciate the support shown by the staff at Enkay towers Gurgaon They helped me exchange Rs,compliment
3408, In case you were wondering why I needed an HDFC If you pay your cc bill from any other bank,miscellaneous
3409, HDFC VIRAR treated people with such generosity n,compliment
3410, I ws suppsd collct my new ATM crd frm Post I b able get my card or bank will b,miscellaneous
3411, Waiting for a,displeasure
3412, did you find the reason,miscellaneous
3413, I just received a call from an absolutely rudely behaved customer service executive named Aman from Noida,displeasure
3414, RT Waited a LONG time today for cash but the bank staff at the Lokhandwala branch were incredible,displeasure
3415, do not need your reminders st Please let me know the process to opt out from your useless promotions,displeasure
3416, Pl look in to matter today whole day ATM was not operative,displeasure
3417, RT Not one working in Lower branch say cash do I get,displeasure
3418, Imagine some with huge black money deposit lakhs in his,miscellaneous
3419, Dear receiving credit card call from your tele marketers atleast times per number is in DN call list,miscellaneous
